,title,properties
839,avdec_atrac3al,"name,parent,min-latency,tolerance,plc"
840,avdec_atrac3plus,"name,parent,min-latency,tolerance,plc"
841,avdec_atrac3plusal,"name,parent,min-latency,tolerance,plc"
842,avdec_binkaudio_dct,"name,parent,min-latency,tolerance,plc"
843,avdec_binkaudio_rdft,"name,parent,min-latency,tolerance,plc"
844,avdec_bmv_audio,"name,parent,min-latency,tolerance,plc"
845,avdec_cook,"name,parent,min-latency,tolerance,plc"
846,avdec_dca,"name,parent,min-latency,tolerance,plc"
847,avdec_dolby_e,"name,parent,min-latency,tolerance,plc"
848,avdec_dsd_lsbf,"name,parent,min-latency,tolerance,plc"
849,avdec_dsd_msbf,"name,parent,min-latency,tolerance,plc"
850,avdec_dsd_lsbf_planar,"name,parent,min-latency,tolerance,plc"
851,avdec_dsd_msbf_planar,"name,parent,min-latency,tolerance,plc"
852,avdec_dsicinaudio,"name,parent,min-latency,tolerance,plc"
853,avdec_dss_sp,"name,parent,min-latency,tolerance,plc"
854,avdec_dst,"name,parent,min-latency,tolerance,plc"
855,avdec_eac3,"name,parent,min-latency,tolerance,plc"
856,avdec_evrc,"name,parent,min-latency,tolerance,plc"
857,avdec_wavesynth,"name,parent,min-latency,tolerance,plc"
858,avdec_flac,"name,parent,min-latency,tolerance,plc"
859,avdec_g723_1,"name,parent,min-latency,tolerance,plc"
860,avdec_g729,"name,parent,min-latency,tolerance,plc"
861,avdec_gsm,"name,parent,min-latency,tolerance,plc"
862,avdec_gsm_ms,"name,parent,min-latency,tolerance,plc"
863,avdec_iac,"name,parent,min-latency,tolerance,plc"
864,avdec_imc,"name,parent,min-latency,tolerance,plc"
865,avdec_interplayacm,"name,parent,min-latency,tolerance,plc"
866,avdec_mace3,"name,parent,min-latency,tolerance,plc"
867,avdec_mace6,"name,parent,min-latency,tolerance,plc"
868,avdec_metasound,"name,parent,min-latency,tolerance,plc"
869,avdec_mlp,"name,parent,min-latency,tolerance,plc"
870,avdec_mp1float,"name,parent,min-latency,tolerance,plc"
871,avdec_mp2float,"name,parent,min-latency,tolerance,plc"
872,avdec_mp3,"name,parent,min-latency,tolerance,plc"
873,avdec_mp3float,"name,parent,min-latency,tolerance,plc"
874,avdec_mp3adu,"name,parent,min-latency,tolerance,plc"
875,avdec_mp3adufloat,"name,parent,min-latency,tolerance,plc"
876,avdec_mp3on4,"name,parent,min-latency,tolerance,plc"
877,avdec_mp3on4float,"name,parent,min-latency,tolerance,plc"
878,avdec_mpc7,"name,parent,min-latency,tolerance,plc"
879,avdec_mpc8,"name,parent,min-latency,tolerance,plc"
880,avdec_nellymoser,"name,parent,min-latency,tolerance,plc"
881,avdec_on2avc,"name,parent,min-latency,tolerance,plc"
882,avdec_opus,"name,parent,min-latency,tolerance,plc"
883,avdec_paf_audio,"name,parent,min-latency,tolerance,plc"
884,avdec_qcelp,"name,parent,min-latency,tolerance,plc"
885,avdec_qdm2,"name,parent,min-latency,tolerance,plc"
886,avdec_qdmc,"name,parent,min-latency,tolerance,plc"
887,avdec_real_144,"name,parent,min-latency,tolerance,plc"
888,avdec_real_288,"name,parent,min-latency,tolerance,plc"
889,avdec_ralf,"name,parent,min-latency,tolerance,plc"
890,avdec_shorten,"name,parent,min-latency,tolerance,plc"
891,avdec_sipr,"name,parent,min-latency,tolerance,plc"
892,avdec_smackaud,"name,parent,min-latency,tolerance,plc"
893,avdec_sonic,"name,parent,min-latency,tolerance,plc"
894,avdec_tak,"name,parent,min-latency,tolerance,plc"
895,avdec_truehd,"name,parent,min-latency,tolerance,plc"
896,avdec_truespeech,"name,parent,min-latency,tolerance,plc"
897,avdec_tta,"name,parent,min-latency,tolerance,plc"
898,avdec_twinvq,"name,parent,min-latency,tolerance,plc"
899,avdec_vmdaudio,"name,parent,min-latency,tolerance,plc"
900,avdec_wmalossless,"name,parent,min-latency,tolerance,plc"
901,avdec_wmapro,"name,parent,min-latency,tolerance,plc"
902,avdec_wmav1,"name,parent,min-latency,tolerance,plc"
903,avdec_wmav2,"name,parent,min-latency,tolerance,plc"
904,avdec_wmavoice,"name,parent,min-latency,tolerance,plc"
905,avdec_ws_snd1,"name,parent,min-latency,tolerance,plc"
906,avdec_xma1,"name,parent,min-latency,tolerance,plc"
907,avdec_xma2,"name,parent,min-latency,tolerance,plc"
908,avdec_pcm_lxf,"name,parent,min-latency,tolerance,plc"
909,avdec_gremlin_dpcm,"name,parent,min-latency,tolerance,plc"
910,avdec_interplay_dpcm,"name,parent,min-latency,tolerance,plc"
911,avdec_roq_dpcm,"name,parent,min-latency,tolerance,plc"
912,avdec_sol_dpcm,"name,parent,min-latency,tolerance,plc"
913,avdec_xan_dpcm,"name,parent,min-latency,tolerance,plc"
914,avdec_adpcm_4xm,"name,parent,min-latency,tolerance,plc"
915,avdec_adpcm_adx,"name,parent,min-latency,tolerance,plc"
916,avdec_adpcm_afc,"name,parent,min-latency,tolerance,plc"
917,avdec_adpcm_aica,"name,parent,min-latency,tolerance,plc"
918,avdec_adpcm_ct,"name,parent,min-latency,tolerance,plc"
919,avdec_adpcm_dtk,"name,parent,min-latency,tolerance,plc"
920,avdec_adpcm_ea,"name,parent,min-latency,tolerance,plc"
921,avdec_adpcm_ea_maxis_xa,"name,parent,min-latency,tolerance,plc"
922,avdec_adpcm_ea_r1,"name,parent,min-latency,tolerance,plc"
923,avdec_adpcm_ea_r2,"name,parent,min-latency,tolerance,plc"
924,avdec_adpcm_ea_r3,"name,parent,min-latency,tolerance,plc"
925,avdec_adpcm_ea_xas,"name,parent,min-latency,tolerance,plc"
926,avdec_g722,"name,parent,min-latency,tolerance,plc"
927,avdec_g726,"name,parent,min-latency,tolerance,plc"
928,avdec_g726le,"name,parent,min-latency,tolerance,plc"
929,avdec_adpcm_ima_amv,"name,parent,min-latency,tolerance,plc"
930,avdec_adpcm_ima_apc,"name,parent,min-latency,tolerance,plc"
931,avdec_adpcm_ima_dat4,"name,parent,min-latency,tolerance,plc"
932,avdec_adpcm_ima_dk3,"name,parent,min-latency,tolerance,plc"
933,avdec_adpcm_ima_dk4,"name,parent,min-latency,tolerance,plc"
934,avdec_adpcm_ima_ea_eacs,"name,parent,min-latency,tolerance,plc"
935,avdec_adpcm_ima_ea_sead,"name,parent,min-latency,tolerance,plc"
936,avdec_adpcm_ima_iss,"name,parent,min-latency,tolerance,plc"
937,avdec_adpcm_ima_oki,"name,parent,min-latency,tolerance,plc"
938,avdec_adpcm_ima_qt,"name,parent,min-latency,tolerance,plc"
939,avdec_adpcm_ima_rad,"name,parent,min-latency,tolerance,plc"
940,avdec_adpcm_ima_smjpeg,"name,parent,min-latency,tolerance,plc"
941,avdec_adpcm_ima_wav,"name,parent,min-latency,tolerance,plc"
942,avdec_adpcm_ima_ws,"name,parent,min-latency,tolerance,plc"
943,avdec_adpcm_ms,"name,parent,min-latency,tolerance,plc"
944,avdec_adpcm_mtaf,"name,parent,min-latency,tolerance,plc"
945,avdec_adpcm_psx,"name,parent,min-latency,tolerance,plc"
946,avdec_adpcm_sbpro_2,"name,parent,min-latency,tolerance,plc"
947,avdec_adpcm_sbpro_3,"name,parent,min-latency,tolerance,plc"
948,avdec_adpcm_sbpro_4,"name,parent,min-latency,tolerance,plc"
949,avdec_adpcm_swf,"name,parent,min-latency,tolerance,plc"
950,avdec_adpcm_thp,"name,parent,min-latency,tolerance,plc"
951,avdec_adpcm_thp_le,"name,parent,min-latency,tolerance,plc"
952,avdec_adpcm_vima,"name,parent,min-latency,tolerance,plc"
953,avdec_adpcm_xa,"name,parent,min-latency,tolerance,plc"
954,avdec_adpcm_yamaha,"name,parent,min-latency,tolerance,plc"
955,avdec_aasc,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
956,avdec_aic,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
957,avdec_alias_pix,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
958,avdec_amv,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
959,avdec_anm,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
960,avdec_ansi,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
961,avdec_apng,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
962,avdec_asv1,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
963,avdec_asv2,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
964,avdec_aura,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
965,avdec_aura2,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
966,avdec_avrp,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
967,avdec_avrn,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
968,avdec_avs,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
969,avdec_avui,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
970,avdec_bethsoftvid,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
971,avdec_bfi,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
972,avdec_binkvideo,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
973,avdec_bmp,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
974,avdec_bmv_video,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
975,avdec_brender_pix,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
976,avdec_c93,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
977,avdec_cavs,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
978,avdec_cdgraphics,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
979,avdec_cdxl,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
980,avdec_cfhd,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
981,avdec_cinepak,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
982,avdec_clearvideo,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
983,avdec_cljr,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
984,avdec_cllc,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
985,avdec_cpia,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
986,avdec_camstudio,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
987,avdec_cyuv,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
988,avdec_dds,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
989,avdec_dfa,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
990,avdec_dirac,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
991,avdec_dnxhd,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
992,avdec_dpx,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
993,avdec_dsicinvideo,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
994,avdec_dvvideo,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
995,avdec_dxa,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
996,avdec_dxtory,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
997,avdec_dxv,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
998,avdec_eacmv,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
999,avdec_eamad,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1000,avdec_eatgq,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1001,avdec_eatgv,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1002,avdec_eatqi,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1003,avdec_8bps,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1004,avdec_escape124,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1005,avdec_escape130,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1006,avdec_exr,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1007,avdec_ffv1,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1008,avdec_ffvhuff,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1009,avdec_fic,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1010,avdec_fits,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1011,avdec_flashsv,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1012,avdec_flashsv2,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1013,avdec_flic,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1014,avdec_flv,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1015,avdec_fmvc,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1016,avdec_4xm,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1017,avdec_fraps,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1018,avdec_frwu,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1019,avdec_g2m,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1020,avdec_gdv,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1021,avdec_gif,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1022,avdec_h261,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1023,avdec_h263,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1024,avdec_h263i,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1025,avdec_h263p,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1026,avdec_h264,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1027,avdec_hap,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1028,avdec_h265,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1029,avdec_hnm4video,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1030,avdec_hq_hqa,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1031,avdec_hqx,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1032,avdec_huffyuv,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1033,avdec_idcinvideo,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1034,avdec_iff,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1035,avdec_indeo2,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1036,avdec_indeo3,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1037,avdec_indeo4,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1038,avdec_indeo5,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1039,avdec_interplayvideo,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1040,avdec_jpeg2000,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1041,avdec_jpegls,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1042,avdec_jv,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1043,avdec_kgv1,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1044,avdec_kmvc,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1045,avdec_lagarith,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1046,avdec_loco,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1047,avdec_m101,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1048,avdec_magicyuv,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1049,avdec_mdec,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1050,avdec_mimic,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1051,avdec_mjpeg,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1052,avdec_mjpegb,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1053,avdec_mmvideo,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1054,avdec_motionpixels,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1055,avdec_mpeg2video,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1056,avdec_mpeg4,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1057,avdec_mpegvideo,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1058,avdec_msa1,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1059,avdec_mscc,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1060,avdec_msmpeg4v1,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1061,avdec_msmpeg4v2,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1062,avdec_msmpeg4,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1063,avdec_msrle,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1064,avdec_mss1,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1065,avdec_mss2,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1066,avdec_msvideo1,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1067,avdec_mszh,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1068,avdec_mts2,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1069,avdec_mvc1,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1070,avdec_mvc2,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1071,avdec_mxpeg,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1072,avdec_nuv,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1073,avdec_paf_video,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1074,avdec_pam,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1075,avdec_pbm,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1076,avdec_pcx,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1077,avdec_pgm,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1078,avdec_pgmyuv,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1079,avdec_pictor,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1080,avdec_pixlet,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1081,avdec_png,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1082,avdec_ppm,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1083,avdec_prores,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1084,avdec_prores_lgpl,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1085,avdec_psd,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1086,avdec_ptx,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1087,avdec_qdraw,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1088,avdec_qpeg,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1089,avdec_qtrle,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1090,avdec_r10k,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1091,avdec_rl2,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1092,avdec_roqvideo,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1093,avdec_rpza,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1094,avdec_rscc,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1095,avdec_rv10,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1096,avdec_rv20,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1097,avdec_rv30,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1098,avdec_rv40,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1099,avdec_sanm,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1100,avdec_scpr,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1101,avdec_screenpresso,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1102,avdec_sgi,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1103,avdec_sgirle,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1104,avdec_sheervideo,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1105,avdec_smackvid,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1106,avdec_smc,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1107,avdec_smvjpeg,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1108,avdec_snow,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1109,avdec_sp5x,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1110,avdec_speedhq,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1111,avdec_srgc,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1112,avdec_sunrast,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1113,avdec_svq1,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1114,avdec_svq3,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1115,avdec_targa,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1116,avdec_targa_y216,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1117,avdec_tdsc,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1118,avdec_thp,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1119,avdec_tiertexseqvideo,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1120,avdec_tiff,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1121,avdec_tmv,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1122,avdec_truemotion1,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1123,avdec_truemotion2,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1124,avdec_truemotion2rt,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1125,avdec_camtasia,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1126,avdec_tscc2,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1127,avdec_txd,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1128,avdec_ultimotion,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1129,avdec_utvideo,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1130,avdec_vb,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1131,avdec_vble,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1132,avdec_vc1,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1133,avdec_vc1image,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1134,avdec_vcr1,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1135,avdec_vmdvideo,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1136,avdec_vmnc,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1137,avdec_vp3,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1138,avdec_vp5,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1139,avdec_vp6,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1140,avdec_vp6a,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1141,avdec_vp6f,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1142,avdec_vp7,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1143,avdec_vp8,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1144,avdec_vp9,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1145,avdec_vqavideo,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1146,avdec_bitpacked,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1147,avdec_webp,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1148,avdec_wmv1,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1149,avdec_wmv2,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1150,avdec_wmv3,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1151,avdec_wmv3image,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1152,avdec_wnv1,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1153,avdec_xan_wc3,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1154,avdec_xan_wc4,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1155,avdec_xbm,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1156,avdec_xface,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1157,avdec_xl,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1158,avdec_xpm,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
